SeqCluster,ClusterNumber,Domain_IDs,Pfam_result
CK_00000632,CK_Syn_ROS8604_02879,PF00557,PF00557
CK_00000634,CK_Syn_WH8103_02074,PF13500  PF07085  PF07085,PF07085|PF13500
CK_00000638,CK_Pro_MIT9313_01291,PF01969,PF01969
CK_00000639,CK_Pro_MIT0603_00486,PF00528  PF00528,PF00528
CK_00000641,CK_Pro_MED4_00493,PF02074,PF02074
CK_00000643,CK_Syn_A15-28_01947,PF01379  PF03900,PF01379|PF03900
CK_00000644,CK_Pro_MIT9215_05791,PF17764  PF04851  PF18319  PF00271  PF18074,PF00270|PF00271|PF17764|PF18074|PF18319
CK_00000645,CK_Syn_WH8020_02134,PF00696,PF00696
CK_00000648,CK_Syn_A18-46.1_02072,PF02571,PF02571
CK_00000649,CK_Pro_PAC1_01725,PF00294,PF00294
CK_00000650,CK_Syn_A18-25c_01094,PF00709,PF00709
CK_00000652,CK_Pro_MIT0801_00607,PF00587  PF04073  PF03129,PF00587|PF03129|PF04073
CK_00000656,CK_Pro_SS120_00514,PF01979  PF07969,PF01979
CK_00000657,CK_Syn_SYN20_02434,PF00300  PF01591  PF00300,PF00300
CK_00000658,CK_Pro_MIT9311_00611,PF02517,PF02517
CK_00000659,CK_Syn_BIOS-U3-1_02448,PF03717  PF00905,PF00905|PF03717
CK_00000660,CK_Syn_RS9907_00703,PF00923  PF13202  PF00036,PF00923|PF13202
CK_00000664,CK_Syn_BIOS-U3-1_02435,PF00762  PF00504,PF00762
CK_00000665,CK_Syn_PROS-U-1_00893,PF02578,PF02578
CK_00000666,CK_Syn_BMK-MC-1_00785,PF06485,PF06485|PF20429
CK_00000667,CK_Syn_KORDI-100_09000,PF13509  PF00575  PF00575,PF00575
CK_00000668,CK_Syn_CC9616_00955,PF02633,PF02633
CK_00000669,CK_Syn_A18-40_01930,PF05221  PF00670,PF01488
CK_00000670,CK_Pro_LG_01223,PF03255  PF06833,PF03255
CK_00000673,CK_Syn_WH8016_01223,PF13398  PF02163  PF00571,PF02163
CK_00000674,CK_Syn_A15-28_01893,PF03099,PF21948
CK_00000675,CK_Syn_A15-24_01872,PF00106,PF00106
CK_00000676,CK_Syn_RS9907_00737,PF00142,PF00142
CK_00000677,CK_Pro_MIT0701_02079,PF00148  PF08369,PF00148|PF08369
CK_00000678,CK_Pro_NATL2A_01873,PF00148,PF00148
CK_00000680,CK_Syn_RS9902_02341,PF00936  PF00936,PF00936
CK_00000681,CK_Pro_HNLC1_00556,PF02788  PF02788  PF00016,PF00016|PF02788
CK_00000683,CK_Pro_MIT0602_00244,PF12288  PF12288,PF12288
CK_00000684,CK_Cya_NS01_01690,PF08936,PF08936|PF20686|PF20687
CK_00000688,CK_Pro_PAC1_00619,PF07931  PF01656  PF07685,PF01656|PF07685
CK_00000691,CK_Pro_UH18301_01886,PF01225  PF08245  PF02875,PF01225|PF02875|PF08245
CK_00000692,CK_Syn_RS9917_02396,PF00266,PF00266
CK_00000694,CK_Cya_CB0205_00167,PF00009  PF00009  PF03144  PF14492  PF00679  PF06421,PF00009|PF00679|PF03144|PF06421
CK_00000695,CK_Syn_RS9909_00717,PF12911  PF00528,PF00528
CK_00000697,CK_Pro_MIT9201_00031,PF01029  PF17125  PF01189,PF01029|PF01189|PF22458
CK_00000698,CK_Syn_BMK-MC-1_02114,PF01040,PF01040
CK_00000699,CK_Syn_WH8020_00659,PF02091,PF02091
CK_00000700,CK_Syn_A15-127_00912,PF03186,PF03186
CK_00000701,CK_Syn_WH8101_00717,PF07991  PF01450  PF01450  PF01450,PF01450|PF07991
CK_00000702,CK_Syn_WH7803_01762,PF18477  PF01938,PF01938
CK_00000703,CK_Syn_MEDNS5_01921,PF04055  PF06969,PF04055
CK_00000704,CK_Syn_BIOS-U3-1_00788,PF02548,PF02548
CK_00000705,CK_Pro_SS2_00293,PF00091  PF12327  PF12327,PF00091|PF12327
CK_00000707,CK_Pro_MIT9302_01628,PF01820  PF07478,PF01820|PF07478
CK_00000708,CK_Syn_RS9909_00757,PF00919  PF00919  PF04055  PF01938,PF00919|PF01938|PF04055
CK_00000709,CK_Pro_MED4_01303,PF01565,PF01565
CK_00000711,CK_Syn_WH8016_02483,PF08245  PF02875,PF08245
CK_00000712,CK_Syn_MEDNS5_01906,PF00202,PF00202
CK_00000714,CK_Syn_WH7803_01745,PF08032  PF00588,PF00588|PF22435
CK_00000715,CK_Syn_MINOS11_00694,PF00218,PF00218
CK_00000717,CK_Syn_RCC307_01787,PF00795,PF00795
CK_00000718,CK_Pro_MIT9123_00854,PF03054,PF03054|PF20258|PF20259
CK_00000719,CK_Cya_NS01_00829,PF02881  PF00448  PF02978,PF00448|PF02881|PF02978
CK_00000721,CK_Pro_SS52_00224,PF00013  PF02562,PF02562
CK_00000724,CK_Pro_MIT9202_01780,PF12631  PF01926  PF02421  PF07650,PF01926|PF07650
CK_00000727,CK_Syn_BL107_11236,PF17792  PF02581,PF02581|PF17792
CK_00000728,CK_Syn_MINOS11_01873,PF06574  PF01687,PF01687|PF06574
CK_00000730,CK_Pro_AS9601_14701,PF01975,PF01975
CK_00000731,CK_Syn_WH8102_01600,PF02912  PF01409,PF01409|PF02912
CK_00000732,CK_Syn_WH8016_02935,PF01513,PF01513|PF20143
CK_00000733,CK_Cya_CB0205_06150,PF00590  PF01135,PF00590
CK_00000735,CK_Syn_WH8020_00800,PF18785  PF01872,PF00383|PF01872
CK_00000737,CK_Syn_ROS8604_01166,PF02729  PF00185,PF00185|PF02729
CK_00000739,CK_Pro_MIT9303_05771,PF02696,PF02696
CK_00000740,CK_Pro_MIT9202_01555,PF01593,PF01593
CK_00000741,CK_Syn_BOUM118_00976,PF00072  PF00486,PF00072|PF00486
CK_00000748,CK_Pro_HNLC1_00123,PF04257  PF17946,PF04257|PF17946
CK_00000749,CK_Pro_MIT9302_01879,PF00580  PF04257  PF13361  PF12705,PF00580|PF13361
CK_00000754,CK_Pro_NATL2A_00654,PF17773  PF00581  PF12368,PF00581|PF17773
CK_00000755,CK_Syn_RS9915_01078,PF04055  PF06968,PF04055|PF06968
CK_00000756,CK_Syn_WH8109_00996,PF01255,PF01255
CK_00000757,CK_Syn_A15-28_00971,PF02457,PF02457
CK_00000758,CK_Syn_A18-40_00996,PF02784  PF00278,PF00278|PF02784
CK_00000759,CK_Pro_MED4_01086,PF00561  PF08386,PF12697
CK_00000760,CK_Syn_A15-24_01017,PF01148,PF01148
CK_00000761,CK_Syn_RS9917_01007,PF01276  PF03711  PF03711,PF01276|PF03711
CK_00000763,CK_Pro_MIT9201_01498,PF02446,PF02446
CK_00000764,CK_Syn_CC9605_01610,PF13793  PF00156  PF14572,PF13793|PF14572
CK_00000765,CK_Cya_PCC7001_02174,PF14234,PF14234
CK_00000768,CK_Pro_MIT0702_00800,PF02776  PF02776  PF16582  PF02775,PF02775|PF02776
CK_00000769,CK_Syn_CC9605_01123,PF00378,PF00378
CK_00000771,CK_Syn_WH8109_01562,PF00343,PF00534|PF08323
CK_00000772,CK_Syn_CC9605_01129,PF12804  PF00132  PF14602  PF00132  PF00132  PF00132,PF00132|PF12804
CK_00000773,CK_Pro_MIT0702_00790,PF05430,PF05430
CK_00000774,CK_Syn_ROS8604_02073,PF00275,PF00275
CK_00000776,CK_Syn_MITS9220_01690,PF11741  PF01520,PF01520|PF11741
CK_00000777,CK_Syn_RS9909_01716,PF01177,PF01177
CK_00000778,CK_Syn_MINOS11_01264,PF00348,PF00348
CK_00000779,CK_Pro_MIT9515_06841,PF16177  PF00501  PF13193,PF00501|PF13193|PF16177
CK_00000781,CK_Pro_MIT9201_01265,PF02811  PF00929  PF00929,PF00929
CK_00000782,CK_Syn_RS9917_11480,PF02885  PF00591,PF00591|PF02885
CK_00000783,CK_Pro_MIT0604_00939,PF00988  PF00988  PF00117,PF00117|PF00988
CK_00000785,CK_Syn_NOUM97013_01214,PF08032  PF00588,PF00588|PF08032
CK_00000787,CK_Syn_M16.1_01114,PF02811  PF02811  PF07733  PF14579  PF01336,PF01336|PF02811|PF07733|PF14579|PF17657
CK_00000791,CK_Syn_PROS-U-1_01380,PF06027  PF06027  PF00892,PF00892
CK_00000792,CK_Syn_WH7805_02067,PF01807  PF08275  PF13662  PF10410  PF08278,PF01807|PF08275|PF10410|PF13155
CK_00000793,CK_Pro_MIT9302_00461,PF00005  PF13304,PF00005
CK_00000796,CK_Pro_MIT0701_02673,PF02445,PF02445
CK_00000797,CK_Syn_NOUM97013_01505,PF04536,PF04536
CK_00000798,CK_Syn_BL107_12615,PF02636,PF02636
CK_00000799,CK_Cya_NS01_01154,PF01761,PF01761
CK_00000800,CK_Pro_SS52_01423,PF02826  PF02222  PF17769,PF02222|PF17769|PF22660
CK_00000803,CK_Pro_PAC1_02104,PF12704  PF02687,PF02687|PF12704
CK_00000804,CK_Syn_BIOS-E4-1_02296,PF00224  PF02887  PF00391  PF00391,PF00224|PF00391|PF02887
CK_00000808,CK_Syn_CC9616_01762,PF00291  PF00585  PF00585  PF00585,PF00291|PF00585
CK_00000814,CK_Syn_CC9902_01082,PF09325  PF02518  PF00183,PF00183|PF13589
CK_00000815,CK_Pro_SS120_00937,PF00459,PF00459
CK_00000817,CK_Syn_PROS-7-1_01442,PF00005  PF13304,PF00005
CK_00000818,CK_Pro_GP2_00743,PF00528,PF00528
CK_00000819,CK_Syn_MINOS11_01468,PF01556,PF00226|PF01556
CK_00000821,CK_Pro_SB_00920,PF01048,PF01048
CK_00000823,CK_Pro_MIT0603_00983,PF00926  PF00926  PF00926  PF00925,PF00925|PF00926
CK_00000824,CK_Syn_WH8016_00454,PF01118  PF02774,PF01118|PF22698
CK_00000827,CK_Syn_WH8109_01284,PF00342,PF00342
CK_00000828,CK_Syn_A18-25c_01722,PF00133  PF08264  PF04390,PF00133|PF08264|PF09334|PF13603
CK_00000829,CK_Pro_NATL1A_09951,PF01678  PF01678  PF01678,PF01678
CK_00000831,CK_Syn_BIOS-E4-1_02246,PF02113,PF02113
CK_00000834,CK_Pro_MIT0702_02656,PF01541  PF02151  PF08459  PF12826,PF01541|PF02151|PF08459|PF14520|PF22920
CK_00000837,CK_Syn_CC9616_01671,PF01063,PF01063
CK_00000838,CK_Pro_MIT9302_00573,PF02574  PF00809  PF00809  PF02607  PF02310  PF02965  PF02965  PF02965,PF00809|PF02310|PF02574|PF02607|PF02965
CK_00000841,CK_Pro_MIT9211_08901,PF16285  PF09830,PF09830|PF19327
CK_00000842,CK_Syn_WH8101_01482,PF01402  PF00226,PF00226
CK_00000843,CK_Pro_SS51_01359,PF01588  PF03483  PF03484  PF17759  PF03147,PF01588|PF03147|PF03483|PF03484|PF17759
CK_00000845,CK_Syn_KORDI-49_14020,PF00773  PF18614,PF00773
CK_00000846,CK_Pro_MIT9215_10261,PF09334  PF08264,PF09334|PF19303
CK_00000851,CK_Syn_WH8103_01341,PF13419,PF00702
CK_00000854,CK_Syn_BOUM118_01266,PF01523,PF01523|PF19289|PF19290
CK_00000855,CK_Pro_MIT9313_00771,PF01523,PF01523|PF19289|PF19290
CK_00000856,CK_Syn_RS9915_01357,PF00551  PF02911,PF00551|PF02911
CK_00000857,CK_Pro_MIT9302_50016,PF04851  PF17757  PF02559  PF00270  PF00271  PF03461,PF00270|PF00271|PF02559|PF03461|PF17757
CK_00000858,CK_Syn_WH8109_01390,PF04551,PF04551
CK_00000860,CK_Syn_NOUM97013_01686,PF12974,PF12974
CK_00000861,CK_Cya_WH5701_08204,PF00528  PF00528,PF00528
CK_00000863,CK_Syn_WH7805_04256,PF04452,PF04452|PF20260
CK_00000865,CK_Pro_MIT9107_01600,PF00009  PF16658,PF00009|PF16658|PF22042
CK_00000867,CK_Pro_MIT9215_07461,PF17975  PF02867  PF02867,PF21995
CK_00000868,CK_Pro_SS120_01477,PF06800,PF00892
CK_00000869,CK_Syn_WH7803_01135,PF02492  PF02492  PF07683,PF02492|PF07683
CK_00000871,CK_Pro_MIT9515_08091,PF00920,PF00920
CK_00000875,CK_Syn_KORDI-100_17020,PF03446  PF03446  PF00393,PF00393|PF03446
CK_00000876,CK_Cya_WH5701_13760,PF00483  PF00132  PF14602,PF00483
CK_00000877,CK_Pro_MIT0604_00858,PF05201  PF13241  PF01488  PF00745,PF00745|PF01488|PF05201
CK_00000878,CK_Syn_RS9909_01603,PF03320,PF03320
CK_00000880,CK_Pro_MIT9116_01452,PF01578,PF01578
CK_00000881,CK_Pro_MIT9107_00301,PF03739,PF03739
CK_00000883,CK_Syn_WH8102_01109,PF00009  PF03144  PF14492  PF00679,PF00009|PF00679|PF03144|PF21018
CK_00000884,CK_Syn_BL107_13605,PF02557,PF02557
CK_00000885,CK_Syn_WH8101_01651,PF05834,PF01494
CK_00000886,CK_Pro_MIT9116_01446,PF02092  PF05746,PF02092
CK_00000887,CK_Syn_RS9916_29194,PF03460  PF01077  PF03460  PF01077,PF01077|PF03460
CK_00000889,CK_Pro_MIT9313_00581,PF14520  PF17191  PF00270  PF00271,PF00270|PF00271|PF17191|PF19833
CK_00000892,CK_Syn_A15-24_01179,PF05679,PF00535
CK_00000895,CK_Pro_MIT0602_01000,PF00675  PF00675  PF05193,PF00675|PF05193
CK_00000896,CK_Cya_CB0101_06426,PF00675  PF00675  PF05193,PF00675|PF05193
CK_00000899,CK_Cya_CB0101_06401,PF12631  PF01926  PF00350  PF05128,PF01926|PF05128
CK_00000900,CK_Pro_SS35_01075,PF00282  PF00282,PF00282
CK_00000902,CK_Cya_CB0205_09637,PF00266  PF00266,PF00266
CK_00000903,CK_Syn_M16.1_01152,PF01209,PF13649
CK_00000906,CK_Syn_RCC307_01303,PF00581  PF13238,PF00581
CK_00000908,CK_Syn_KORDI-52_12470,PF01594,PF01594
CK_00000909,CK_Syn_A18-40_01113,PF07549  PF02355,PF02355|PF07549
CK_00000910,CK_Syn_KORDI-100_17630,PF07549  PF02355,PF02355|PF07549|PF21760|PF22599
CK_00000911,CK_Syn_MITS9220_01610,PF02779  PF02780,PF02779|PF02780
CK_00000913,CK_Pro_MED4_00932,PF00288  PF08544,PF00288|PF08544
CK_00000914,CK_Pro_NATL1A_09471,PF00398,PF00398
CK_00000918,CK_Pro_SS120_00759,PF00817  PF11731  PF11799  PF13438,PF00817|PF11799|PF13438
CK_00000919,CK_Pro_SB_00595,PF01297,PF01297
CK_00000925,CK_Syn_PROS-U-1_01220,PF05128,PF05128
CK_00000927,CK_Syn_BL107_14285,PF00579,PF00579
CK_00000928,CK_Pro_SS51_01457,PF02824  PF07973  PF00587  PF03129,PF00587|PF02824|PF03129|PF07973
CK_00000930,CK_Pro_MIT9314_00106,PF02685,PF02685
CK_00000931,CK_Pro_MIT9321_01142,PF00288  PF08544,PF00288|PF08544
CK_00000932,CK_Pro_MIT9313_00428,PF01432,PF01432|PF19310
CK_00000934,CK_Syn_WH8109_01666,PF05170  PF13502  PF04357  PF04357  PF04357,PF04357
CK_00000937,CK_Pro_MIT9123_01509,PF02129  PF08530,PF02129|PF08530
CK_00000938,CK_Pro_SB_00612,PF02922  PF14872  PF02806,PF00128|PF02806|PF02922|PF22019
CK_00000939,CK_Syn_KORDI-49_10700,PF01208,PF01208
CK_00000940,CK_Pro_MIT9215_06641,PF01370  PF01073,PF01370
CK_00000945,CK_Pro_MIT9401_01743,PF00290,PF00290
CK_00000948,CK_Pro_MIT9211_05711,PF07992  PF02852  PF02852,PF02852|PF07992
CK_00000949,CK_Pro_NATL2A_00002,PF02798  PF13410,PF13409
CK_00000950,CK_Syn_A15-24_01677,PF11638  PF00308  PF08299,PF00308|PF08299|PF11638
CK_00000957,CK_Syn_MEDNS5_01454,PF13353  PF12345,PF04055|PF12345
CK_00000958,CK_Pro_EQPAC1_01512, , 
CK_00000959,CK_Pro_MIT0801_00905,PF06089,PF06089
CK_00000962,CK_Cya_CB0101_08909,PF00107  PF02786  PF02787  PF01071  PF02786  PF02142,PF02142|PF02786|PF02787
CK_00000966,CK_Pro_SS35_01208,PF00809,PF00809
CK_00000967,CK_Pro_MIT9116_01651,PF01113  PF01113  PF05173,PF01113|PF05173
CK_00000970,CK_Syn_A15-127_01886,PF01494,PF01494
CK_00000976,CK_Syn_TAK9802_00804,PF01116,PF01116
CK_00000977,CK_Syn_WH8016_00916,PF01408  PF02894  PF02894,PF01408|PF02894
CK_00000978,CK_Pro_EQPAC1_01328,PF17848  PF01039,PF01039|PF17848
CK_00000979,CK_Syn_PROS-7-1_01347,PF00485,PF00485
CK_00000980,CK_Pro_MIT9313_00531,PF00180,PF00180
CK_00000981,CK_Pro_SS35_01246,PF04613  PF16314,PF00132|PF04613
CK_00000982,CK_Syn_RS9916_29474,PF00696  PF01472,PF00696|PF01472
CK_00000986,CK_Pro_MIT0801_00884,PF01996, 
CK_00000988,CK_Pro_MIT9312_00803,PF12452,PF12452
CK_00000989,CK_Pro_MIT0602_01057,PF00977,PF00977
CK_00000990,CK_Cya_NS01_01097,PF04321,PF01370
CK_00000993,CK_Syn_A15-60_02290,PF07689  PF16926  PF00512  PF02518,PF00512|PF02518|PF07689
CK_00000995,CK_Syn_A15-24_00812,PF01383  PF00970  PF00175  PF00175,PF00175|PF00970
CK_00000996,CK_Pro_NATL2A_00676,PF00479  PF00479  PF02781,PF00479|PF02781
CK_00000997,CK_Pro_MIT9211_11151,PF10128,PF10128|PF20171
CK_00000998,CK_Syn_PROS-9-1_00998,PF01656  PF07685,PF01656|PF07685
CK_00001000,CK_Pro_GP2_01118,PF00348,PF00348
CK_00001001,CK_Pro_MIT0701_01029,PF00763  PF00763  PF02882,PF00763|PF02882
CK_00001002,CK_Pro_MIT9201_01511,PF07698  PF01966,PF01966|PF07697|PF07698
CK_00001003,CK_Syn_BIOS-E4-1_02956,PF00682  PF08502,PF00682|PF08502|PF22617
CK_00001004,CK_Syn_PROS-7-1_01811,PF03065  PF09210,PF03065|PF09210
CK_00001005,CK_Pro_PAC1_01530,PF00478,PF00478
CK_00001009,CK_Pro_MIT9116_01367,PF08298  PF17863,PF01078|PF17863
CK_00001013,CK_Cya_PCC6307_03271,PF03447  PF00742  PF01842,PF00742|PF01842|PF03447
CK_00001014,CK_Pro_MIT9313_01145,PF00496,PF00496
CK_00001015,CK_Pro_MIT0602_01353,PF00528,PF00528|PF19300
CK_00001016,CK_Syn_MINOS11_00793,PF07176  PF07224  PF01738,PF07176|PF12697
CK_00001017,CK_Syn_A15-60_02353,PF12631  PF01926  PF06071  PF06071  PF06071,PF01926|PF06071
CK_00001018,CK_Syn_BMK-MC-1_01907,PF00529  PF16576,PF00529|PF16576
CK_00001019,CK_Syn_PROS-9-1_00913,PF02739  PF02739  PF01367  PF01612  PF00476,PF00476|PF01367|PF01612|PF02739
CK_00001020,CK_Cya_PCC6307_01151,PF02670  PF02670  PF08436  PF13288,PF02670|PF08436|PF13288
CK_00001021,CK_Pro_SS2_00942,PF02129,PF12146
CK_00001022,CK_Pro_PAC1_00602,PF02233,PF02233
CK_00001024,CK_Pro_GP2_01323,PF05222  PF05222  PF01262,PF01262|PF05222
CK_00001026,CK_Cya_NS01_00849,PF05368,PF13460
CK_00001027,CK_Pro_MIT0604_01386,PF00561,PF12697
CK_00001031,CK_Pro_UH18301_01451,PF00421,PF00421
CK_00001032,CK_Syn_CC9902_00663,PF02547,PF02547
CK_00001033,CK_Syn_CC9311_00617,PF02817  PF00198,PF00198|PF00364|PF02817
CK_00001035,CK_Syn_PROS-7-1_00674,PF00501  PF13193,PF00501
CK_00001039,CK_Pro_MIT9321_00940,PF11967  PF02565,PF02565|PF11967
CK_00001040,CK_Syn_RS9902_00878,PF05693,PF13439|PF13692
CK_00001042,CK_Pro_NATL2A_01731,PF03807  PF14748  PF14748,PF03807|PF14748
CK_00001045,CK_Syn_RS9915_00728,PF02361,PF02361
CK_00001046,CK_Pro_SB_00812,PF12631  PF01926  PF12631  PF01926  PF14714,PF01926|PF14714
CK_00001047,CK_Syn_RS9915_00707,PF00206  PF10415,PF00206|PF10415
CK_00001048,CK_Syn_CC9605_02042,PF00270  PF00271  PF13234  PF08148,PF00270|PF00271|PF08148
CK_00001049,CK_Pro_SS35_00692,PF00155,PF00155
CK_00001051,CK_Pro_NATL2A_01003,PF00202,PF00202
CK_00001054,CK_Pro_MIT9201_00912,PF00248  PF13534,PF00248
CK_00001056,CK_Pro_SS120_01634,PF13646  PF02985  PF12717,PF13646
CK_00001057,CK_Pro_MIT9401_00594,PF13394,PF04055|PF21016
CK_00001059,CK_Cya_CB0205_05358,PF04983  PF05000  PF04998,PF04983|PF04998|PF05000
CK_00001060,CK_Pro_MIT9321_01543,PF04997  PF00623  PF00623  PF04983,PF00623|PF04983|PF04997
CK_00001061,CK_Pro_MIT9312_01579,PF01026,PF01026
CK_00001063,CK_Syn_TAK9802_02081,PF00815,PF00815
CK_00001065,CK_Pro_MIT9322_00840,PF08529  PF00575  PF13184  PF07650  PF00013,PF08529|PF13184
CK_00001067,CK_Syn_A18-25c_00703,PF04760  PF04760  PF00009  PF11987  PF03144,PF00009|PF04760|PF11987|PF22042
CK_00001071,CK_Pro_GP2_01493,PF11285,PF11285
CK_00001074,CK_Syn_M16.1_01988,PF00579  PF13275,PF00579|PF22421
CK_00001077,CK_Pro_MED4_01332,PF02789  PF00883,PF00883|PF02789
CK_00001079,CK_Pro_LG_00193,PF02684,PF02684
CK_00001080,CK_Syn_MVIR-18-1_02275,PF16314  PF13720,PF00132|PF13720
CK_00001082,CK_Syn_A18-40_00582,PF03331,PF03331
CK_00001083,CK_Pro_PAC1_00827,PF07244  PF08479  PF03865,PF01103|PF07244|PF08479
CK_00001085,CK_Syn_BL107_16370,PF02844  PF01071  PF02843,PF01071|PF02843|PF02844
CK_00001086,CK_Pro_MIT0702_02277,PF06745  PF03796  PF06745,PF06745
CK_00001090,CK_Pro_MIT0801_01831,PF01509  PF16198,PF01509|PF16198
CK_00001092,CK_Cya_WH5701_14996,PF08486,PF08486
CK_00001093,CK_Syn_PROS-9-1_02186,PF12706,PF12706
CK_00001095,CK_Syn_A18-40_00559,PF06325,PF06325
CK_00001097,CK_Syn_A15-62_02292,PF17774  PF01479,PF01479
CK_00001098,CK_Syn_A15-24_00560,PF13241  PF01225  PF08245  PF02875,PF02875|PF08245|PF21799
CK_00001102,CK_Pro_NATL1A_18321,PF00012,PF00012
CK_00001104,CK_Syn_NOUM97013_02344,PF01676  PF06415  PF06415,PF01676|PF06415
CK_00001107,CK_Syn_WH8109_02252,PF02874  PF00006  PF18269,PF00006|PF02874|PF22919
CK_00001111,CK_Pro_SS120_01595,PF05195  PF00557,PF00557|PF05195
CK_00001112,CK_Syn_MITS9220_02524,PF01595  PF00571  PF01368  PF00571,PF01595
CK_00001114,CK_Syn_PROS-U-1_02630,PF00795  PF00795  PF02540,PF00795|PF02540
CK_00001116,CK_Pro_MIT0702_01629,PF00231,PF00231
CK_00001117,CK_Syn_CC9605_02188,PF02874  PF00006  PF00306  PF00306,PF00006|PF00306|PF02874
CK_00001124,CK_Pro_MIT9321_01570,PF01098,PF01098
CK_00001126,CK_Syn_NOUM97013_02382,PF05140,PF05140
CK_00001128,CK_Syn_BL107_16795,PF00206  PF08328,PF00206|PF10397
CK_00001129,CK_Cya_WH5701_15641,PF02926  PF01170,PF01170|PF02926|PF22020
CK_00001131,CK_Pro_NATL1A_01211,PF02463  PF06470,PF02463|PF06470
CK_00001132,CK_Pro_MIT0702_01479,PF05239  PF05239,PF05239
CK_00001133,CK_Pro_MIT0601_01004,PF02684,PF02684
CK_00001134,CK_Syn_WH8103_00368,PF00289  PF02786  PF02785  PF02785,PF00289|PF02785|PF02786
CK_00001136,CK_Pro_SB_01165,PF07444,PF07444
CK_00001137,CK_Pro_MIT0604_00084,PF06472  PF13555  PF00005  PF13304,PF00005|PF06472
CK_00001139,CK_Syn_RS9909_02429,PF13541  PF01078  PF13335,PF01078|PF13335|PF13541
CK_00001140,CK_Syn_A15-28_00383,PF07676  PF00930  PF00326,PF00326
CK_00001141,CK_Pro_SS52_01408,PF00266,PF00266
CK_00001142,CK_Pro_MIT9313_01604,PF01458,PF01458
CK_00001143,CK_Pro_MIT9321_00203,PF00005  PF13304,PF00005
CK_00001144,CK_Syn_PROS-7-1_02442,PF01458,PF01458|PF19295
CK_00001145,CK_Syn_CC9616_02812,PF02878  PF02879  PF02880  PF00408,PF02878|PF02879|PF02880
CK_00001146,CK_Pro_MIT9314_01153,PF05496  PF00004  PF05496  PF16193  PF12002,PF00004|PF12002|PF16193
CK_00001149,CK_Syn_CC9311_02510,PF01507,PF01507
CK_00001150,CK_Pro_MIT9311_01391,PF07992,PF07992
CK_00001151,CK_Syn_A18-40_02439,PF02386,PF02386
CK_00001156,CK_Syn_BIOS-U3-1_03082,PF00005  PF13304  PF12848  PF13555  PF00005  PF13304  PF12848,PF00005|PF12848
CK_00001159,CK_Pro_MIT9322_00478,PF03631,PF03631
CK_00001161,CK_Syn_RS9916_38302,PF16363,PF16363
CK_00001165,CK_Syn_WH7803_02198,PF00459,PF00459
CK_00001166,CK_Syn_A18-25c_02642,PF05977,PF05977
CK_00001169,CK_Syn_KORDI-52_24850,PF09852,PF09852
CK_00001173,CK_Syn_PROS-7-1_00257,PF00793,PF00793
CK_00001179,CK_Cya_CB0101_04117,PF13740  PF00551,PF00551
CK_00001180,CK_Syn_CC9605_02669,PF02310  PF04055,PF04055|PF19864
CK_00001181,CK_Syn_A15-28_02781,PF02885  PF00591,PF00591|PF02885
CK_00001191,CK_Syn_PROS-9-1_02599,PF01979,PF01979
CK_00001193,CK_Syn_KORDI-49_24740,PF11832,PF11832
CK_00001197,CK_Syn_CC9311_00338,PF02633,PF02633
CK_00001202,CK_Syn_MITS9220_00392,PF02310  PF04055  PF10105,PF04055|PF10105|PF19864
CK_00001206,CK_Syn_PROS-7-1_00565,PF00248,PF00248
CK_00001209,CK_Syn_CC9616_00585,PF00702  PF13242,PF00702
CK_00001210,CK_Syn_WH8016_02626, , 
CK_00001211,CK_Syn_BL107_09221,PF06862  PF16124,PF00270|PF00271|PF16124
CK_00001213,CK_Syn_SYN20_02885,PF01556  PF00684,PF00226|PF01556
CK_00001215,CK_Syn_WH7805_12088,PF00005  PF13304  PF12848  PF13555  PF13304  PF12848,PF00005|PF12848|PF16326
CK_00001217,CK_Syn_MEDNS5_02305,PF04087  PF04087,PF04087
CK_00001223,CK_Pro_MIT9107_00863,PF03706,PF03706
CK_00001226,CK_Syn_ROS8604_02688,PF13512  PF11353,PF11353
CK_00001234,CK_Pro_MED4_00419,PF06039,PF06039
CK_00001238,CK_Pro_MIT0604_01606,PF07969,PF07969
CK_00001244,CK_Syn_BIOS-U3-1_01973,PF00950,PF00950
CK_00001245,CK_Syn_SYN20_01932,PF01977,PF01977|PF20695|PF20696
CK_00001248,CK_Syn_WH8103_00911,PF06963  PF07690,PF07690
CK_00001251,CK_Pro_MIT0703_02813,PF00149,PF00149
CK_00001254,CK_Syn_A15-62_01422,PF13580  PF01380  PF14555,PF22645
CK_00001255,CK_Syn_A15-24_01300,PF01938  PF05958,PF05958
CK_00001257,CK_Pro_SS51_01120,PF07693,PF00485
CK_00001259,CK_Syn_CC9605_01318,PF01368  PF02272  PF17768  PF10141,PF01368|PF02272|PF17768
CK_00001262,CK_Syn_WH8102_01190, , 
CK_00001263,CK_Pro_MIT9322_01646,PF01430,PF01430
CK_00001265,CK_Pro_LG_00843,PF00106  PF05008,PF00106
CK_00001273,CK_Syn_MEDNS5_00818,PF00480,PF00480
CK_00001279,CK_Cya_CB0101_08804,PF01979,PF01979
CK_00001280,CK_Pro_MIT0703_01865,PF01699  PF01699,PF01699
CK_00001282,CK_Syn_PROS-9-1_01118,PF09506,PF09506
CK_00001284,CK_Pro_HNLC2_00853,PF01053,PF01053
