SeqCluster,Domain_IDs,ClusterNumber,Pfam_result
CK_00000632,PF00557,CK_Syn_ROS8604_02879,PF00557
CK_00000634,PF13500  PF07085  PF07085,CK_Syn_WH8103_02074,PF07085|PF13500
CK_00000638,PF01969,CK_Pro_MIT9313_01291,PF01969
CK_00000639,PF00528  PF00528,CK_Pro_MIT0603_00486,PF00528
CK_00000641,PF02074,CK_Pro_MED4_00493,PF02074
CK_00000643,PF01379  PF03900,CK_Syn_A15-28_01947,PF01379|PF03900
CK_00000644,PF17764  PF04851  PF18319  PF00271  PF18074,CK_Pro_MIT9215_05791,PF00270|PF00271|PF17764|PF18074|PF18319
CK_00000645,PF00696,CK_Syn_WH8020_02134,PF00696
CK_00000648,PF02571,CK_Syn_A18-46.1_02072,PF02571
CK_00000649,PF00294,CK_Pro_PAC1_01725,PF00294
CK_00000650,PF00709,CK_Syn_A18-25c_01094,PF00709
CK_00000652,PF00587  PF04073  PF03129,CK_Pro_MIT0801_00607,PF00587|PF03129|PF04073
CK_00000656,PF01979  PF07969,CK_Pro_SS120_00514,PF01979
CK_00000657,PF00300  PF01591  PF00300,CK_Syn_SYN20_02434,PF00300
CK_00000658,PF02517,CK_Pro_MIT9311_00611,PF02517
CK_00000659,PF03717  PF00905,CK_Syn_BIOS-U3-1_02448,PF00905|PF03717
CK_00000660,PF00923  PF13202  PF00036,CK_Syn_RS9907_00703,PF00923|PF13202
CK_00000664,PF00762  PF00504,CK_Syn_BIOS-U3-1_02435,PF00762
CK_00000665,PF02578,CK_Syn_PROS-U-1_00893,PF02578
CK_00000666,PF06485,CK_Syn_BMK-MC-1_00785,PF06485|PF20429
CK_00000667,PF13509  PF00575  PF00575,CK_Syn_KORDI-100_09000,PF00575
CK_00000668,PF02633,CK_Syn_CC9616_00955,PF02633
CK_00000669,PF05221  PF00670,CK_Syn_A18-40_01930,PF01488
CK_00000670,PF03255  PF06833,CK_Pro_LG_01223,PF03255
CK_00000673,PF13398  PF02163  PF00571,CK_Syn_WH8016_01223,PF02163
CK_00000674,PF03099,CK_Syn_A15-28_01893,PF21948
CK_00000675,PF00106,CK_Syn_A15-24_01872,PF00106
CK_00000676,PF00142,CK_Syn_RS9907_00737,PF00142
CK_00000677,PF00148  PF08369,CK_Pro_MIT0701_02079,PF00148|PF08369
CK_00000678,PF00148,CK_Pro_NATL2A_01873,PF00148
CK_00000680,PF00936  PF00936,CK_Syn_RS9902_02341,PF00936
CK_00000681,PF02788  PF02788  PF00016,CK_Pro_HNLC1_00556,PF00016|PF02788
CK_00000683,PF12288  PF12288,CK_Pro_MIT0602_00244,PF12288
CK_00000684,PF08936,CK_Cya_NS01_01690,PF08936|PF20686|PF20687
CK_00000688,PF07931  PF01656  PF07685,CK_Pro_PAC1_00619,PF01656|PF07685
CK_00000691,PF01225  PF08245  PF02875,CK_Pro_UH18301_01886,PF01225|PF02875|PF08245
CK_00000692,PF00266,CK_Syn_RS9917_02396,PF00266
CK_00000694,PF00009  PF00009  PF03144  PF14492  PF00679  PF06421,CK_Cya_CB0205_00167,PF00009|PF00679|PF03144|PF06421
CK_00000695,PF12911  PF00528,CK_Syn_RS9909_00717,PF00528
CK_00000697,PF01029  PF17125  PF01189,CK_Pro_MIT9201_00031,PF01029|PF01189|PF22458
CK_00000698,PF01040,CK_Syn_BMK-MC-1_02114,PF01040
CK_00000699,PF02091,CK_Syn_WH8020_00659,PF02091
CK_00000700,PF03186,CK_Syn_A15-127_00912,PF03186
CK_00000701,PF07991  PF01450  PF01450  PF01450,CK_Syn_WH8101_00717,PF01450|PF07991
CK_00000702,PF18477  PF01938,CK_Syn_WH7803_01762,PF01938
CK_00000703,PF04055  PF06969,CK_Syn_MEDNS5_01921,PF04055
CK_00000704,PF02548,CK_Syn_BIOS-U3-1_00788,PF02548
CK_00000705,PF00091  PF12327  PF12327,CK_Pro_SS2_00293,PF00091|PF12327
CK_00000707,PF01820  PF07478,CK_Pro_MIT9302_01628,PF01820|PF07478
CK_00000708,PF00919  PF00919  PF04055  PF01938,CK_Syn_RS9909_00757,PF00919|PF01938|PF04055
CK_00000709,PF01565,CK_Pro_MED4_01303,PF01565
CK_00000711,PF08245  PF02875,CK_Syn_WH8016_02483,PF08245
CK_00000712,PF00202,CK_Syn_MEDNS5_01906,PF00202
CK_00000714,PF08032  PF00588,CK_Syn_WH7803_01745,PF00588|PF22435
CK_00000715,PF00218,CK_Syn_MINOS11_00694,PF00218
CK_00000717,PF00795,CK_Syn_RCC307_01787,PF00795
CK_00000718,PF03054,CK_Pro_MIT9123_00854,PF03054|PF20258|PF20259
CK_00000719,PF02881  PF00448  PF02978,CK_Cya_NS01_00829,PF00448|PF02881|PF02978
CK_00000721,PF00013  PF02562,CK_Pro_SS52_00224,PF02562
CK_00000724,PF12631  PF01926  PF02421  PF07650,CK_Pro_MIT9202_01780,PF01926|PF07650
CK_00000727,PF17792  PF02581,CK_Syn_BL107_11236,PF02581|PF17792
CK_00000728,PF06574  PF01687,CK_Syn_MINOS11_01873,PF01687|PF06574
CK_00000730,PF01975,CK_Pro_AS9601_14701,PF01975
CK_00000731,PF02912  PF01409,CK_Syn_WH8102_01600,PF01409|PF02912
CK_00000732,PF01513,CK_Syn_WH8016_02935,PF01513|PF20143
CK_00000733,PF00590  PF01135,CK_Cya_CB0205_06150,PF00590
CK_00000735,PF18785  PF01872,CK_Syn_WH8020_00800,PF00383|PF01872
CK_00000737,PF02729  PF00185,CK_Syn_ROS8604_01166,PF00185|PF02729
CK_00000739,PF02696,CK_Pro_MIT9303_05771,PF02696
CK_00000740,PF01593,CK_Pro_MIT9202_01555,PF01593
CK_00000741,PF00072  PF00486,CK_Syn_BOUM118_00976,PF00072|PF00486
CK_00000748,PF04257  PF17946,CK_Pro_HNLC1_00123,PF04257|PF17946
CK_00000749,PF00580  PF04257  PF13361  PF12705,CK_Pro_MIT9302_01879,PF00580|PF13361
CK_00000754,PF17773  PF00581  PF12368,CK_Pro_NATL2A_00654,PF00581|PF17773
CK_00000755,PF04055  PF06968,CK_Syn_RS9915_01078,PF04055|PF06968
CK_00000756,PF01255,CK_Syn_WH8109_00996,PF01255
CK_00000757,PF02457,CK_Syn_A15-28_00971,PF02457
CK_00000758,PF02784  PF00278,CK_Syn_A18-40_00996,PF00278|PF02784
CK_00000759,PF00561  PF08386,CK_Pro_MED4_01086,PF12697
CK_00000760,PF01148,CK_Syn_A15-24_01017,PF01148
CK_00000761,PF01276  PF03711  PF03711,CK_Syn_RS9917_01007,PF01276|PF03711
CK_00000763,PF02446,CK_Pro_MIT9201_01498,PF02446
CK_00000764,PF13793  PF00156  PF14572,CK_Syn_CC9605_01610,PF13793|PF14572
CK_00000765,PF14234,CK_Cya_PCC7001_02174,PF14234
CK_00000768,PF02776  PF02776  PF16582  PF02775,CK_Pro_MIT0702_00800,PF02775|PF02776
CK_00000769,PF00378,CK_Syn_CC9605_01123,PF00378
CK_00000771,PF00343,CK_Syn_WH8109_01562,PF00534|PF08323
CK_00000772,PF12804  PF00132  PF14602  PF00132  PF00132  PF00132,CK_Syn_CC9605_01129,PF00132|PF12804
CK_00000773,PF05430,CK_Pro_MIT0702_00790,PF05430
CK_00000774,PF00275,CK_Syn_ROS8604_02073,PF00275
CK_00000776,PF11741  PF01520,CK_Syn_MITS9220_01690,PF01520|PF11741
CK_00000777,PF01177,CK_Syn_RS9909_01716,PF01177
CK_00000778,PF00348,CK_Syn_MINOS11_01264,PF00348
CK_00000779,PF16177  PF00501  PF13193,CK_Pro_MIT9515_06841,PF00501|PF13193|PF16177
CK_00000781,PF02811  PF00929  PF00929,CK_Pro_MIT9201_01265,PF00929
CK_00000782,PF02885  PF00591,CK_Syn_RS9917_11480,PF00591|PF02885
CK_00000783,PF00988  PF00988  PF00117,CK_Pro_MIT0604_00939,PF00117|PF00988
CK_00000785,PF08032  PF00588,CK_Syn_NOUM97013_01214,PF00588|PF08032
CK_00000787,PF02811  PF02811  PF07733  PF14579  PF01336,CK_Syn_M16.1_01114,PF01336|PF02811|PF07733|PF14579|PF17657
CK_00000791,PF06027  PF06027  PF00892,CK_Syn_PROS-U-1_01380,PF00892
CK_00000792,PF01807  PF08275  PF13662  PF10410  PF08278,CK_Syn_WH7805_02067,PF01807|PF08275|PF10410|PF13155
CK_00000793,PF00005  PF13304,CK_Pro_MIT9302_00461,PF00005
CK_00000796,PF02445,CK_Pro_MIT0701_02673,PF02445
CK_00000797,PF04536,CK_Syn_NOUM97013_01505,PF04536
CK_00000798,PF02636,CK_Syn_BL107_12615,PF02636
CK_00000799,PF01761,CK_Cya_NS01_01154,PF01761
CK_00000800,PF02826  PF02222  PF17769,CK_Pro_SS52_01423,PF02222|PF17769|PF22660
CK_00000803,PF12704  PF02687,CK_Pro_PAC1_02104,PF02687|PF12704
CK_00000804,PF00224  PF02887  PF00391  PF00391,CK_Syn_BIOS-E4-1_02296,PF00224|PF00391|PF02887
CK_00000808,PF00291  PF00585  PF00585  PF00585,CK_Syn_CC9616_01762,PF00291|PF00585
CK_00000814,PF09325  PF02518  PF00183,CK_Syn_CC9902_01082,PF00183|PF13589
CK_00000815,PF00459,CK_Pro_SS120_00937,PF00459
CK_00000817,PF00005  PF13304,CK_Syn_PROS-7-1_01442,PF00005
CK_00000818,PF00528,CK_Pro_GP2_00743,PF00528
CK_00000819,PF01556,CK_Syn_MINOS11_01468,PF00226|PF01556
CK_00000821,PF01048,CK_Pro_SB_00920,PF01048
CK_00000823,PF00926  PF00926  PF00926  PF00925,CK_Pro_MIT0603_00983,PF00925|PF00926
CK_00000824,PF01118  PF02774,CK_Syn_WH8016_00454,PF01118|PF22698
CK_00000827,PF00342,CK_Syn_WH8109_01284,PF00342
CK_00000828,PF00133  PF08264  PF04390,CK_Syn_A18-25c_01722,PF00133|PF08264|PF09334|PF13603
CK_00000829,PF01678  PF01678  PF01678,CK_Pro_NATL1A_09951,PF01678
CK_00000831,PF02113,CK_Syn_BIOS-E4-1_02246,PF02113
CK_00000834,PF01541  PF02151  PF08459  PF12826,CK_Pro_MIT0702_02656,PF01541|PF02151|PF08459|PF14520|PF22920
CK_00000837,PF01063,CK_Syn_CC9616_01671,PF01063
CK_00000838,PF02574  PF00809  PF00809  PF02607  PF02310  PF02965  PF02965  PF02965,CK_Pro_MIT9302_00573,PF00809|PF02310|PF02574|PF02607|PF02965
CK_00000841,PF16285  PF09830,CK_Pro_MIT9211_08901,PF09830|PF19327
CK_00000842,PF01402  PF00226,CK_Syn_WH8101_01482,PF00226
CK_00000843,PF01588  PF03483  PF03484  PF17759  PF03147,CK_Pro_SS51_01359,PF01588|PF03147|PF03483|PF03484|PF17759
CK_00000845,PF00773  PF18614,CK_Syn_KORDI-49_14020,PF00773
CK_00000846,PF09334  PF08264,CK_Pro_MIT9215_10261,PF09334|PF19303
CK_00000851,PF13419,CK_Syn_WH8103_01341,PF00702
CK_00000854,PF01523,CK_Syn_BOUM118_01266,PF01523|PF19289|PF19290
CK_00000855,PF01523,CK_Pro_MIT9313_00771,PF01523|PF19289|PF19290
CK_00000856,PF00551  PF02911,CK_Syn_RS9915_01357,PF00551|PF02911
CK_00000857,PF04851  PF17757  PF02559  PF00270  PF00271  PF03461,CK_Pro_MIT9302_50016,PF00270|PF00271|PF02559|PF03461|PF17757
CK_00000858,PF04551,CK_Syn_WH8109_01390,PF04551
CK_00000860,PF12974,CK_Syn_NOUM97013_01686,PF12974
CK_00000861,PF00528  PF00528,CK_Cya_WH5701_08204,PF00528
CK_00000863,PF04452,CK_Syn_WH7805_04256,PF04452|PF20260
CK_00000865,PF00009  PF16658,CK_Pro_MIT9107_01600,PF00009|PF16658|PF22042
CK_00000867,PF17975  PF02867  PF02867,CK_Pro_MIT9215_07461,PF21995
CK_00000868,PF06800,CK_Pro_SS120_01477,PF00892
CK_00000869,PF02492  PF02492  PF07683,CK_Syn_WH7803_01135,PF02492|PF07683
CK_00000871,PF00920,CK_Pro_MIT9515_08091,PF00920
CK_00000875,PF03446  PF03446  PF00393,CK_Syn_KORDI-100_17020,PF00393|PF03446
CK_00000876,PF00483  PF00132  PF14602,CK_Cya_WH5701_13760,PF00483
CK_00000877,PF05201  PF13241  PF01488  PF00745,CK_Pro_MIT0604_00858,PF00745|PF01488|PF05201
CK_00000878,PF03320,CK_Syn_RS9909_01603,PF03320
CK_00000880,PF01578,CK_Pro_MIT9116_01452,PF01578
CK_00000881,PF03739,CK_Pro_MIT9107_00301,PF03739
CK_00000883,PF00009  PF03144  PF14492  PF00679,CK_Syn_WH8102_01109,PF00009|PF00679|PF03144|PF21018
CK_00000884,PF02557,CK_Syn_BL107_13605,PF02557
CK_00000885,PF05834,CK_Syn_WH8101_01651,PF01494
CK_00000886,PF02092  PF05746,CK_Pro_MIT9116_01446,PF02092
CK_00000887,PF03460  PF01077  PF03460  PF01077,CK_Syn_RS9916_29194,PF01077|PF03460
CK_00000889,PF14520  PF17191  PF00270  PF00271,CK_Pro_MIT9313_00581,PF00270|PF00271|PF17191|PF19833
CK_00000892,PF05679,CK_Syn_A15-24_01179,PF00535
CK_00000895,PF00675  PF00675  PF05193,CK_Pro_MIT0602_01000,PF00675|PF05193
CK_00000896,PF00675  PF00675  PF05193,CK_Cya_CB0101_06426,PF00675|PF05193
CK_00000899,PF12631  PF01926  PF00350  PF05128,CK_Cya_CB0101_06401,PF01926|PF05128
CK_00000900,PF00282  PF00282,CK_Pro_SS35_01075,PF00282
CK_00000902,PF00266  PF00266,CK_Cya_CB0205_09637,PF00266
CK_00000903,PF01209,CK_Syn_M16.1_01152,PF13649
CK_00000906,PF00581  PF13238,CK_Syn_RCC307_01303,PF00581
CK_00000908,PF01594,CK_Syn_KORDI-52_12470,PF01594
CK_00000909,PF07549  PF02355,CK_Syn_A18-40_01113,PF02355|PF07549
CK_00000910,PF07549  PF02355,CK_Syn_KORDI-100_17630,PF02355|PF07549|PF21760|PF22599
CK_00000911,PF02779  PF02780,CK_Syn_MITS9220_01610,PF02779|PF02780
CK_00000913,PF00288  PF08544,CK_Pro_MED4_00932,PF00288|PF08544
CK_00000914,PF00398,CK_Pro_NATL1A_09471,PF00398
CK_00000918,PF00817  PF11731  PF11799  PF13438,CK_Pro_SS120_00759,PF00817|PF11799|PF13438
CK_00000919,PF01297,CK_Pro_SB_00595,PF01297
CK_00000925,PF05128,CK_Syn_PROS-U-1_01220,PF05128
CK_00000927,PF00579,CK_Syn_BL107_14285,PF00579
CK_00000928,PF02824  PF07973  PF00587  PF03129,CK_Pro_SS51_01457,PF00587|PF02824|PF03129|PF07973
CK_00000930,PF02685,CK_Pro_MIT9314_00106,PF02685
CK_00000931,PF00288  PF08544,CK_Pro_MIT9321_01142,PF00288|PF08544
CK_00000932,PF01432,CK_Pro_MIT9313_00428,PF01432|PF19310
CK_00000934,PF05170  PF13502  PF04357  PF04357  PF04357,CK_Syn_WH8109_01666,PF04357
CK_00000937,PF02129  PF08530,CK_Pro_MIT9123_01509,PF02129|PF08530
CK_00000938,PF02922  PF14872  PF02806,CK_Pro_SB_00612,PF00128|PF02806|PF02922|PF22019
CK_00000939,PF01208,CK_Syn_KORDI-49_10700,PF01208
CK_00000940,PF01370  PF01073,CK_Pro_MIT9215_06641,PF01370
CK_00000945,PF00290,CK_Pro_MIT9401_01743,PF00290
CK_00000948,PF07992  PF02852  PF02852,CK_Pro_MIT9211_05711,PF02852|PF07992
CK_00000949,PF02798  PF13410,CK_Pro_NATL2A_00002,PF13409
CK_00000950,PF11638  PF00308  PF08299,CK_Syn_A15-24_01677,PF00308|PF08299|PF11638
CK_00000957,PF13353  PF12345,CK_Syn_MEDNS5_01454,PF04055|PF12345
CK_00000958, ,CK_Pro_EQPAC1_01512, 
CK_00000959,PF06089,CK_Pro_MIT0801_00905,PF06089
CK_00000962,PF00107  PF02786  PF02787  PF01071  PF02786  PF02142,CK_Cya_CB0101_08909,PF02142|PF02786|PF02787
CK_00000966,PF00809,CK_Pro_SS35_01208,PF00809
CK_00000967,PF01113  PF01113  PF05173,CK_Pro_MIT9116_01651,PF01113|PF05173
CK_00000970,PF01494,CK_Syn_A15-127_01886,PF01494
CK_00000976,PF01116,CK_Syn_TAK9802_00804,PF01116
CK_00000977,PF01408  PF02894  PF02894,CK_Syn_WH8016_00916,PF01408|PF02894
CK_00000978,PF17848  PF01039,CK_Pro_EQPAC1_01328,PF01039|PF17848
CK_00000979,PF00485,CK_Syn_PROS-7-1_01347,PF00485
CK_00000980,PF00180,CK_Pro_MIT9313_00531,PF00180
CK_00000981,PF04613  PF16314,CK_Pro_SS35_01246,PF00132|PF04613
CK_00000982,PF00696  PF01472,CK_Syn_RS9916_29474,PF00696|PF01472
CK_00000986,PF01996,CK_Pro_MIT0801_00884, 
CK_00000988,PF12452,CK_Pro_MIT9312_00803,PF12452
CK_00000989,PF00977,CK_Pro_MIT0602_01057,PF00977
CK_00000990,PF04321,CK_Cya_NS01_01097,PF01370
CK_00000993,PF07689  PF16926  PF00512  PF02518,CK_Syn_A15-60_02290,PF00512|PF02518|PF07689
CK_00000995,PF01383  PF00970  PF00175  PF00175,CK_Syn_A15-24_00812,PF00175|PF00970
CK_00000996,PF00479  PF00479  PF02781,CK_Pro_NATL2A_00676,PF00479|PF02781
CK_00000997,PF10128,CK_Pro_MIT9211_11151,PF10128|PF20171
CK_00000998,PF01656  PF07685,CK_Syn_PROS-9-1_00998,PF01656|PF07685
CK_00001000,PF00348,CK_Pro_GP2_01118,PF00348
CK_00001001,PF00763  PF00763  PF02882,CK_Pro_MIT0701_01029,PF00763|PF02882
CK_00001002,PF07698  PF01966,CK_Pro_MIT9201_01511,PF01966|PF07697|PF07698
CK_00001003,PF00682  PF08502,CK_Syn_BIOS-E4-1_02956,PF00682|PF08502|PF22617
CK_00001004,PF03065  PF09210,CK_Syn_PROS-7-1_01811,PF03065|PF09210
CK_00001005,PF00478,CK_Pro_PAC1_01530,PF00478
CK_00001009,PF08298  PF17863,CK_Pro_MIT9116_01367,PF01078|PF17863
CK_00001013,PF03447  PF00742  PF01842,CK_Cya_PCC6307_03271,PF00742|PF01842|PF03447
CK_00001014,PF00496,CK_Pro_MIT9313_01145,PF00496
CK_00001015,PF00528,CK_Pro_MIT0602_01353,PF00528|PF19300
CK_00001016,PF07176  PF07224  PF01738,CK_Syn_MINOS11_00793,PF07176|PF12697
CK_00001017,PF12631  PF01926  PF06071  PF06071  PF06071,CK_Syn_A15-60_02353,PF01926|PF06071
CK_00001018,PF00529  PF16576,CK_Syn_BMK-MC-1_01907,PF00529|PF16576
CK_00001019,PF02739  PF02739  PF01367  PF01612  PF00476,CK_Syn_PROS-9-1_00913,PF00476|PF01367|PF01612|PF02739
CK_00001020,PF02670  PF02670  PF08436  PF13288,CK_Cya_PCC6307_01151,PF02670|PF08436|PF13288
CK_00001021,PF02129,CK_Pro_SS2_00942,PF12146
CK_00001022,PF02233,CK_Pro_PAC1_00602,PF02233
CK_00001024,PF05222  PF05222  PF01262,CK_Pro_GP2_01323,PF01262|PF05222
CK_00001026,PF05368,CK_Cya_NS01_00849,PF13460
CK_00001027,PF00561,CK_Pro_MIT0604_01386,PF12697
CK_00001031,PF00421,CK_Pro_UH18301_01451,PF00421
CK_00001032,PF02547,CK_Syn_CC9902_00663,PF02547
CK_00001033,PF02817  PF00198,CK_Syn_CC9311_00617,PF00198|PF00364|PF02817
CK_00001035,PF00501  PF13193,CK_Syn_PROS-7-1_00674,PF00501
CK_00001039,PF11967  PF02565,CK_Pro_MIT9321_00940,PF02565|PF11967
CK_00001040,PF05693,CK_Syn_RS9902_00878,PF13439|PF13692
CK_00001042,PF03807  PF14748  PF14748,CK_Pro_NATL2A_01731,PF03807|PF14748
CK_00001045,PF02361,CK_Syn_RS9915_00728,PF02361
CK_00001046,PF12631  PF01926  PF12631  PF01926  PF14714,CK_Pro_SB_00812,PF01926|PF14714
CK_00001047,PF00206  PF10415,CK_Syn_RS9915_00707,PF00206|PF10415
CK_00001048,PF00270  PF00271  PF13234  PF08148,CK_Syn_CC9605_02042,PF00270|PF00271|PF08148
CK_00001049,PF00155,CK_Pro_SS35_00692,PF00155
CK_00001051,PF00202,CK_Pro_NATL2A_01003,PF00202
CK_00001054,PF00248  PF13534,CK_Pro_MIT9201_00912,PF00248
CK_00001056,PF13646  PF02985  PF12717,CK_Pro_SS120_01634,PF13646
CK_00001057,PF13394,CK_Pro_MIT9401_00594,PF04055|PF21016
CK_00001059,PF04983  PF05000  PF04998,CK_Cya_CB0205_05358,PF04983|PF04998|PF05000
CK_00001060,PF04997  PF00623  PF00623  PF04983,CK_Pro_MIT9321_01543,PF00623|PF04983|PF04997
CK_00001061,PF01026,CK_Pro_MIT9312_01579,PF01026
CK_00001063,PF00815,CK_Syn_TAK9802_02081,PF00815
CK_00001065,PF08529  PF00575  PF13184  PF07650  PF00013,CK_Pro_MIT9322_00840,PF08529|PF13184
CK_00001067,PF04760  PF04760  PF00009  PF11987  PF03144,CK_Syn_A18-25c_00703,PF00009|PF04760|PF11987|PF22042
CK_00001071,PF11285,CK_Pro_GP2_01493,PF11285
CK_00001074,PF00579  PF13275,CK_Syn_M16.1_01988,PF00579|PF22421
CK_00001077,PF02789  PF00883,CK_Pro_MED4_01332,PF00883|PF02789
CK_00001079,PF02684,CK_Pro_LG_00193,PF02684
CK_00001080,PF16314  PF13720,CK_Syn_MVIR-18-1_02275,PF00132|PF13720
CK_00001082,PF03331,CK_Syn_A18-40_00582,PF03331
CK_00001083,PF07244  PF08479  PF03865,CK_Pro_PAC1_00827,PF01103|PF07244|PF08479
CK_00001085,PF02844  PF01071  PF02843,CK_Syn_BL107_16370,PF01071|PF02843|PF02844
CK_00001086,PF06745  PF03796  PF06745,CK_Pro_MIT0702_02277,PF06745
CK_00001090,PF01509  PF16198,CK_Pro_MIT0801_01831,PF01509|PF16198
CK_00001092,PF08486,CK_Cya_WH5701_14996,PF08486
CK_00001093,PF12706,CK_Syn_PROS-9-1_02186,PF12706
CK_00001095,PF06325,CK_Syn_A18-40_00559,PF06325
CK_00001097,PF17774  PF01479,CK_Syn_A15-62_02292,PF01479
CK_00001098,PF13241  PF01225  PF08245  PF02875,CK_Syn_A15-24_00560,PF02875|PF08245|PF21799
CK_00001102,PF00012,CK_Pro_NATL1A_18321,PF00012
CK_00001104,PF01676  PF06415  PF06415,CK_Syn_NOUM97013_02344,PF01676|PF06415
CK_00001107,PF02874  PF00006  PF18269,CK_Syn_WH8109_02252,PF00006|PF02874|PF22919
CK_00001111,PF05195  PF00557,CK_Pro_SS120_01595,PF00557|PF05195
CK_00001112,PF01595  PF00571  PF01368  PF00571,CK_Syn_MITS9220_02524,PF01595
CK_00001114,PF00795  PF00795  PF02540,CK_Syn_PROS-U-1_02630,PF00795|PF02540
CK_00001116,PF00231,CK_Pro_MIT0702_01629,PF00231
CK_00001117,PF02874  PF00006  PF00306  PF00306,CK_Syn_CC9605_02188,PF00006|PF00306|PF02874
CK_00001124,PF01098,CK_Pro_MIT9321_01570,PF01098
CK_00001126,PF05140,CK_Syn_NOUM97013_02382,PF05140
CK_00001128,PF00206  PF08328,CK_Syn_BL107_16795,PF00206|PF10397
CK_00001129,PF02926  PF01170,CK_Cya_WH5701_15641,PF01170|PF02926|PF22020
CK_00001131,PF02463  PF06470,CK_Pro_NATL1A_01211,PF02463|PF06470
CK_00001132,PF05239  PF05239,CK_Pro_MIT0702_01479,PF05239
CK_00001133,PF02684,CK_Pro_MIT0601_01004,PF02684
CK_00001134,PF00289  PF02786  PF02785  PF02785,CK_Syn_WH8103_00368,PF00289|PF02785|PF02786
CK_00001136,PF07444,CK_Pro_SB_01165,PF07444
CK_00001137,PF06472  PF13555  PF00005  PF13304,CK_Pro_MIT0604_00084,PF00005|PF06472
CK_00001139,PF13541  PF01078  PF13335,CK_Syn_RS9909_02429,PF01078|PF13335|PF13541
CK_00001140,PF07676  PF00930  PF00326,CK_Syn_A15-28_00383,PF00326
CK_00001141,PF00266,CK_Pro_SS52_01408,PF00266
CK_00001142,PF01458,CK_Pro_MIT9313_01604,PF01458
CK_00001143,PF00005  PF13304,CK_Pro_MIT9321_00203,PF00005
CK_00001144,PF01458,CK_Syn_PROS-7-1_02442,PF01458|PF19295
CK_00001145,PF02878  PF02879  PF02880  PF00408,CK_Syn_CC9616_02812,PF02878|PF02879|PF02880
CK_00001146,PF05496  PF00004  PF05496  PF16193  PF12002,CK_Pro_MIT9314_01153,PF00004|PF12002|PF16193
CK_00001149,PF01507,CK_Syn_CC9311_02510,PF01507
CK_00001150,PF07992,CK_Pro_MIT9311_01391,PF07992
CK_00001151,PF02386,CK_Syn_A18-40_02439,PF02386
CK_00001156,PF00005  PF13304  PF12848  PF13555  PF00005  PF13304  PF12848,CK_Syn_BIOS-U3-1_03082,PF00005|PF12848
CK_00001159,PF03631,CK_Pro_MIT9322_00478,PF03631
CK_00001161,PF16363,CK_Syn_RS9916_38302,PF16363
CK_00001165,PF00459,CK_Syn_WH7803_02198,PF00459
CK_00001166,PF05977,CK_Syn_A18-25c_02642,PF05977
CK_00001169,PF09852,CK_Syn_KORDI-52_24850,PF09852
CK_00001173,PF00793,CK_Syn_PROS-7-1_00257,PF00793
CK_00001179,PF13740  PF00551,CK_Cya_CB0101_04117,PF00551
CK_00001180,PF02310  PF04055,CK_Syn_CC9605_02669,PF04055|PF19864
CK_00001181,PF02885  PF00591,CK_Syn_A15-28_02781,PF00591|PF02885
CK_00001191,PF01979,CK_Syn_PROS-9-1_02599,PF01979
CK_00001193,PF11832,CK_Syn_KORDI-49_24740,PF11832
CK_00001197,PF02633,CK_Syn_CC9311_00338,PF02633
CK_00001202,PF02310  PF04055  PF10105,CK_Syn_MITS9220_00392,PF04055|PF10105|PF19864
CK_00001206,PF00248,CK_Syn_PROS-7-1_00565,PF00248
CK_00001209,PF00702  PF13242,CK_Syn_CC9616_00585,PF00702
CK_00001210, ,CK_Syn_WH8016_02626, 
CK_00001211,PF06862  PF16124,CK_Syn_BL107_09221,PF00270|PF00271|PF16124
CK_00001213,PF01556  PF00684,CK_Syn_SYN20_02885,PF00226|PF01556
CK_00001215,PF00005  PF13304  PF12848  PF13555  PF13304  PF12848,CK_Syn_WH7805_12088,PF00005|PF12848|PF16326
CK_00001217,PF04087  PF04087,CK_Syn_MEDNS5_02305,PF04087
CK_00001223,PF03706,CK_Pro_MIT9107_00863,PF03706
CK_00001226,PF13512  PF11353,CK_Syn_ROS8604_02688,PF11353
CK_00001234,PF06039,CK_Pro_MED4_00419,PF06039
CK_00001238,PF07969,CK_Pro_MIT0604_01606,PF07969
CK_00001244,PF00950,CK_Syn_BIOS-U3-1_01973,PF00950
CK_00001245,PF01977,CK_Syn_SYN20_01932,PF01977|PF20695|PF20696
CK_00001248,PF06963  PF07690,CK_Syn_WH8103_00911,PF07690
CK_00001251,PF00149,CK_Pro_MIT0703_02813,PF00149
CK_00001254,PF13580  PF01380  PF14555,CK_Syn_A15-62_01422,PF22645
CK_00001255,PF01938  PF05958,CK_Syn_A15-24_01300,PF05958
CK_00001257,PF07693,CK_Pro_SS51_01120,PF00485
CK_00001259,PF01368  PF02272  PF17768  PF10141,CK_Syn_CC9605_01318,PF01368|PF02272|PF17768
CK_00001262, ,CK_Syn_WH8102_01190, 
CK_00001263,PF01430,CK_Pro_MIT9322_01646,PF01430
CK_00001265,PF00106  PF05008,CK_Pro_LG_00843,PF00106
CK_00001273,PF00480,CK_Syn_MEDNS5_00818,PF00480
CK_00001279,PF01979,CK_Cya_CB0101_08804,PF01979
CK_00001280,PF01699  PF01699,CK_Pro_MIT0703_01865,PF01699
CK_00001282,PF09506,CK_Syn_PROS-9-1_01118,PF09506
CK_00001284,PF01053,CK_Pro_HNLC2_00853,PF01053
